school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Marshwood High School,Rsu 35/Msad 35,South Berwick,659,101,Yes participating without using any Provision or the CEO,false
Marshwood Middle School,Rsu 35/Msad 35,Eliot,490,98,Yes participating without using any Provision or the CEO,false
Mary Snow School,Bangor Public Schools,Bangor,266,121,Yes under Community Eligibility Option (CEO),false
Massabesic High School,Rsu 57/Msad 57,Waterboro,867,352,Yes under Provision 2,false
Massabesic Middle School,Rsu 57/Msad 57,East Waterboro,619,273,Yes under Provision 2,false
Mast Landing School,Rsu 05,Freeport,266,67,Yes under Provision 2,false
Matinicus Elementary School,Rsu 65/Msad 65,Matinicus Isle Plantation,0,,No,true
Mattanawcook Academy,Rsu 67,Lincoln,313,137,Yes under Provision 2,true
Mattanawcook Jr High School,Rsu 67,Lincoln,304,161,Yes under Provision 2,true
Me Sch of Science & Mathematics,ME Sch of Science & Mathematics,Limestone,96,13,Yes participating without using any Provision or the CEO,false
Medomak Middle School,Rsu 40/Msad 40,Waldoboro,259,156,Yes participating without using any Provision or the CEO,true
Medomak Valley High School,Rsu 40/Msad 40,Waldoboro,561,289,Yes participating without using any Provision or the CEO,true
Medway Middle School,Medway Public Schools,Medway,107,62,Yes participating without using any Provision or the CEO,true
Memorial School,Rsu 15/Msad 15,New Gloucester,172,71,Yes under Provision 2,false
Meroby Elementary School,Rsu 10,Mexico,256,203,Yes under Community Eligibility Option (CEO),false
Messalonskee High School,Rsu 18,Oakland,695,251,Yes participating without using any Provision or the CEO,false
Messalonskee Middle School,Rsu 18,Oakland,495,203,Yes participating without using any Provision or the CEO,false
Middle School of the Kennebunks,Rsu 21,Kennebunk,470,81,Yes under Provision 2,false
Milbridge Elementary School,Rsu 37/Msad 37,Milbridge,114,85,Yes participating without using any Provision or the CEO,false
Mildred L Day School,Rsu 21,Arundel,224,52,Yes under Provision 2,false
Miles Lane School,Rsu 25,Bucksport,316,192,Yes participating without using any Provision or the CEO,false
Mill Pond School,Rsu 70/Msad 70,Hodgdon,289,190,Yes under Community Eligibility Option (CEO),false
Mill Stream Elementary School,Rsu 54/Msad 54,Norridgewock,309,206,Yes under Provision 2,false
Miller School,Rsu 40/Msad 40,Waldoboro,361,226,Yes participating without using any Provision or the CEO,false
Milo Elementary School,Rsu 41/Msad 41,Milo,136,122,Yes under Community Eligibility Option (CEO),false
Minot Consolidated School,Rsu 16,Minot,229,80,Yes participating without using any Provision or the CEO,false
Molly Ockett School,Rsu 72/Msad 72,Fryeburg,520,343,Yes participating without using any Provision or the CEO,true
Monhegan School,Monhegan Plt School Dept,Monhegan Plantation,3,,No,false
Monmouth Academy,Rsu 02,Monmouth,192,55,Yes under Provision 2,false
Monmouth Memorial School,Rsu 02,Monmouth,363,141,Yes under Provision 2,false
Monroe Elementary School,Rsu 03/Msad 03,Monroe,57,35,Yes under Provision 2,false
Montello School,Lewiston Public Schools,Lewiston,675,473,Yes under Community Eligibility Option (CEO),false
Morse High School,Rsu 01 - Lkrsu,Bath,615,258,Yes under Provision 2,false
Morse Memorial School,Rsu 03/Msad 03,Brooks,70,45,Yes under Provision 2,false
Morse Street School,Rsu 05,Freeport,288,69,Yes under Provision 2,false
Moscow Elementary,Rsu 83/Msad 13,Bingham,46,27,Yes participating without using any Provision or the CEO,false
Mountain Valley High School,Rsu 10,Rumford,369,270,Yes under Community Eligibility Option (CEO),true
Mountain Valley Middle School,Rsu 10,Mexico,376,291,Yes under Community Eligibility Option (CEO),true
Mountain View Sch,Rsu 24,Sullivan,152,87,Yes under Community Eligibility Option (CEO),true
Mt Abram Regional High School,Rsu 58/Msad 58,Salem,216,116,Yes under Provision 2,false
Mt Ararat High School,Rsu 75/Msad 75,Topsham,732,225,Yes under Provision 2,false
Mt Ararat Middle School,Rsu 75/Msad 75,Topsham,533,171,Yes under Provision 2,false
Mt Blue High School,Rsu 09,Farmington,720,377,Yes under Provision 2,true
Mt Blue Middle School,Rsu 09,Farmington,508,275,Yes under Provision 2,true
Mt Desert Elementary School,Mount Desert Public Schools,Northeast Harbor,161,38,Yes participating without using any Provision or the CEO,false
Mt Desert Island High School,Mt Desert CSD,Bar Harbor,453,124,Yes participating without using any Provision or the CEO,false
Mt Jefferson Jr High School,Rsu 30/Msad 30,Lee,75,54,Yes under Community Eligibility Option (CEO),true
Mt Vernon Elementary School,Rsu 38,Mount Vernon,93,43,Yes under Provision 2,false
Mt View Elementary School,Rsu 03/Msad 03,Thorndike,273,176,Yes under Provision 2,false
Mt View High School,Rsu 03/Msad 03,Thorndike,271,175,Yes under Provision 2,true
Mt View Middle School,Rsu 03/Msad 03,Thorndike,232,152,Yes under Provision 2,true
Narragansett Elementary School,Gorham Public Schools,Gorham,479,87,Yes participating without using any Provision or the CEO,false
Narraguagus High School,Rsu 37/Msad 37,Harrington,291,161,Yes participating without using any Provision or the CEO,true
New Suncook School,Rsu 72/Msad 72,Lovell,97,66,Yes participating without using any Provision or the CEO,false
Noble High School,Rsu 60/Msad 60,North Berwick,1134,399,Yes under Provision 2,false
Noble Middle School,Rsu 60/Msad 60,Berwick,433,153,Yes under Provision 2,false
Nobleboro Central School,Nobleboro Public Schools,Nobleboro,140,57,Yes under Provision 2,true
Nokomis Regional High School,Rsu 19,Newport,610,313,Yes under Provision 2,true
Nokomis Regional Middle School,Rsu 19,Newport,524,300,Yes under Provision 2,false
North Berwick Elementary School,Rsu 60/Msad 60,North Berwick,258,67,Yes under Provision 2,false
North Elementary School,Rsu 54/Msad 54,Skowhegan,118,86,Yes under Community Eligibility Option (CEO),false
North Haven Community School,Rsu 07/Msad 07,North Haven,56,9,No,false
Oak Hill High School,Rsu 04,Wales,408,194,Yes under Provision 2,true
Oak Hill Middle School,Rsu 04,Sabattus,380,193,Yes under Provision 2,true
Ocean Avenue,Portland Public Schools,Portland,337,139,Yes under Provision 2,false
Oceanside High School,Rsu 13,Rockland,494,268,Yes under Provision 2,true
Oceanside Middle School,Rsu 13,Thomaston,307,160,Yes under Provision 2,true
Old Orchard Beach High School,Rsu 23,Old Orchard Beach,186,68,Yes under Provision 2,true
Old Town Elementary School,Rsu 34,Old Town,488,289,Yes under Provision 2,false
Old Town High School,Rsu 34,Old Town,531,266,Yes under Provision 2,true
Opal Myrick Elementary School,East Millinocket Public Schools,East Millinocket,121,76,Yes participating without using any Provision or the CEO,false
Orono High School,Rsu 26,Orono,337,138,Yes under Provision 2,false
Orono Middle School,Rsu 26,Orono,154,60,Yes under Provision 2,false
Otisfield Community School,Rsu 17/Msad 17,Otisfield,115,60,Yes under Provision 2,false
Overman Academy,Community Regional Charter School,Skowhegan,170,116,Yes participating without using any Provision or the CEO,true
Oxford Elementary School,Rsu 17/Msad 17,Oxford,307,191,Yes under Provision 2,false
Oxford Hills Comprehensive H S,Rsu 17/Msad 17,Paris,1010,531,Yes under Provision 2,true
Oxford Hills Middle School,Rsu 17/Msad 17,Paris,479,256,Yes under Provision 2,true
Oxford-Cumberland Canal School,Westbrook Public Schools,Westbrook,188,136,Yes under Community Eligibility Option (CEO),false
Palermo Consolidated School,Rsu 12,Palermo,111,54,Yes under Provision 2,false
Paris Elementary School,Rsu 17/Msad 17,Paris,424,255,Yes under Provision 2,false
Park Avenue Elementary School,Auburn Public Schools,Auburn,390,358,Yes under Community Eligibility Option (CEO),false
Patricia a Duran School,Hermon Public Schools,Hermon,459,105,Yes participating without using any Provision or the CEO,false
Peaks Island School,Portland Public Schools,Peaks Island,41,10,Yes under Community Eligibility Option (CEO),false
Pembroke Elementary School,Pembroke Public Schools,Pembroke,83,59,Yes under Provision 2,true
Pemetic Elementary School,Southwest Harbor Public Schools,Southwest Harbor,127,49,Yes participating without using any Provision or the CEO,false
Peninsula Sch,Rsu 24,Prospect Harbor,65,43,Yes under Community Eligibility Option (CEO),true
Penobscot Elementary School,Penobscot Public Schools,Penobscot,65,29,Yes under Provision 2,true
Penobscot Valley High School,Rsu 31/Msad 31,Howland,127,76,Yes under Provision 2,true
Penquis Valley Middle/High School,Rsu 41/Msad 41,Milo,349,293,Yes under Community Eligibility Option (CEO),true
Perry Elementary School,Perry Public Schools,Perry,73,43,Yes under Provision 2,true
Philip W Sugg Middle School,Lisbon Public Schools,Lisbon Falls,278,128,Yes under Provision 2,true
Phillips Elementary Sch,Rsu 58/Msad 58,Phillips,112,81,Yes under Provision 2,false
Phippsburg Elementary School,Rsu 01 - Lkrsu,Phippsburg,98,40,Yes under Provision 2,false
Pine Street Elementary School,Rsu 79/Msad 01,Presque Isle,325,226,Yes under Provision 2,false
Piscataquis Community Elementary,Rsu 80/Msad 04,Guilford,264,190,Yes under Provision 2,false
Piscataquis Community Secondary School,Rsu 80/Msad 04,Guilford,210,127,Yes under Provision 2,true
Pittston-Randolph Consolidated School,Rsu 11/Msad 11,Pittston,200,89,Yes under Provision 2,false
Pleasant Hill School,Scarborough Public Schools,Scarborough,180,20,Yes under Provision 2,false
Poland Community School,Rsu 16,Poland,423,157,Yes participating without using any Provision or the CEO,false
Poland Regional H S,Rsu 16,Poland,506,177,Yes participating without using any Provision or the CEO,false
Pond Cove Elementary,Cape Elizabeth Public Schools,Cape Elizabeth,579,50,Yes under Provision 2,false
Portland High School,Portland Public Schools,Portland,912,484,Yes under Provision 2,true
Pownal Elementary School,Rsu 05,Pownal,97,13,Yes under Provision 2,false
Prescott Memorial School,Rsu 40/Msad 40,Washington,107,52,Yes participating without using any Provision or the CEO,false
Presque Isle High School,Rsu 79/Msad 01,Presque Isle,474,213,Yes under Provision 2,false
Presque Isle Middle School,Rsu 79/Msad 01,Presque Isle,354,190,Yes under Provision 2,true
Presumpscot School,Portland Public Schools,Portland,266,158,Yes under Community Eligibility Option (CEO),false
Princeton Elementary School,Princeton Public Schools,Princeton,113,80,Yes under Provision 2,true
Ralph M Atwood Primary School,Rsu 18,Oakland,194,87,Yes participating without using any Provision or the CEO,false
Rangeley Lakes Regional School,Rsu 78,Rangeley,191,66,Yes under Provision 2,true
Raymond A. Geiger Elementary School,Lewiston Public Schools,Lewiston,572,380,Yes under Community Eligibility Option (CEO),false
Raymond Elementary School,Rsu 14,Raymond,275,72,Yes under Provision 2,false
Readfield Elementary School,Rsu 38,Readfield,183,72,Yes under Provision 2,false
Reeds Brook Middle School,Rsu 22,Hampden,304,67,Yes participating without using any Provision or the CEO,false
Richmond High School,Richmond Public Schools,Richmond,122,52,Yes under Provision 2,false
Richmond Middle School,Richmond Public Schools,Richmond,86,35,Yes under Provision 2,false
Ridge View Community School,Msad 46,Dexter,528,404,Yes under Community Eligibility Option (CEO),true
River View Community School,Rsu 11/Msad 11,South Gardiner,192,78,Yes under Provision 2,false
Robert V. Connors Elementary School,Lewiston Public Schools,Lewiston,737,543,Yes under Community Eligibility Option (CEO),false
Robert W Traip Academy,Kittery Public Schools,Kittery,294,59,Yes under Provision 2,false
Rose M Gaffney School,Machias Public Schools,Machias,321,204,Yes participating without using any Provision or the CEO,true
Rumford Elementary,Rsu 10,Rumford,213,170,Yes under Community Eligibility Option (CEO),false
Russell School,Rsu 15/Msad 15,Gray,211,78,Yes under Provision 2,false
Sabattus Primary School,Rsu 04,Sabattus,164,94,Yes under Provision 2,false
Saccarappa School,Westbrook Public Schools,Westbrook,396,290,Yes under Community Eligibility Option (CEO),false
Saco Middle School,Saco Public Schools,Saco,586,215,Yes under Provision 2,false
Saco Pre-K,Saco Public Schools,Saco,124,38,Yes under Provision 2,false
Sacopee Valley Elementary School,Rsu 55/Msad 55,Hiram,364,220,Yes participating without using any Provision or the CEO,false
Sacopee Valley High Sch,Rsu 55/Msad 55,Hiram,261,152,Yes participating without using any Provision or the CEO,true
Sacopee Valley Middle School,Rsu 55/Msad 55,Hiram,354,201,Yes participating without using any Provision or the CEO,true
Samuel L Wagner Middle School,Rsu 22,Winterport,203,87,Yes participating without using any Provision or the CEO,true
Sanford High School,Sanford Public Schools,Sanford,1115,517,Yes under Provision 2,true
Sanford Middle School,Sanford Public Schools,Sanford,920,511,Yes under Community Eligibility Option (CEO),false
Sanford Pride Elementary School,Sanford Public Schools,Sanford,383,275,Yes under Community Eligibility Option (CEO),false
Scarborough High School,Scarborough Public Schools,Scarborough,903,186,Yes under Provision 2,false
Scarborough Middle School,Scarborough Public Schools,Scarborough,663,107,Yes under Provision 2,false
Schenck High School,East Millinocket Public Schools,East Millinocket,109,67,Yes participating without using any Provision or the CEO,true
SE Do Mo Cha Elementary School,Rsu 68/Msad 68,Dover-Foxcroft,355,192,Yes under Provision 2,false
SE Do Mo Cha Middle School,Rsu 68/Msad 68,Dover-Foxcroft,313,175,Yes under Provision 2,true
Sea Road School,Rsu 21,Kennebunk,308,47,Yes under Provision 2,false
Searsport District High School,Rsu 20,Searsport,121,89,Yes participating without using any Provision or the CEO,true
Searsport District Middle School,Rsu 20,Searsport,108,84,Yes participating without using any Provision or the CEO,true
Searsport Elementary,Rsu 20,Searsport,167,134,Yes participating without using any Provision or the CEO,false
Sebago Elementary School,Sebago Public Schools,Sebago,116,35,Yes participating without using any Provision or the CEO,false
Sebasticook Valley Elementary School,Rsu 19,Newport,333,182,Yes under Provision 2,false
Sedgwick Elementary School,Sedgwick Public Schools,Sedgwick,67,35,Yes participating without using any Provision or the CEO,true
Shapleigh Memorial School,Rsu 57/Msad 57,Shapleigh,153,67,Yes under Provision 2,false
Shapleigh School,Kittery Public Schools,Kittery,357,87,Yes under Provision 2,false
Shead High School,Eastport Public Schools,Eastport,96,48,Yes under Provision 2,true
Sherwood Heights Elementary Sch,Auburn Public Schools,Auburn,291,220,Yes under Community Eligibility Option (CEO),false
Skowhegan Area High School,Rsu 54/Msad 54,Skowhegan,686,430,Yes under Provision 2,true
Skowhegan Area Middle School,Rsu 54/Msad 54,Skowhegan,473,316,Yes under Community Eligibility Option (CEO),true
So Aroostook School,Rsu 50,Dyer Brook,340,242,Yes under Provision 2,true
Solon Elementary School,Rsu 74/Msad 74,Solon,94,66,Yes under Community Eligibility Option (CEO),false
Somerset Elementary School,Rsu 19,Hartland,231,172,Yes under Community Eligibility Option (CEO),false
Somerville Elementary School,Rsu 12,Somerville,32,10,Yes under Provision 2,false
Songo Locks School,Rsu 61/Msad 61,Naples,249,119,Yes participating without using any Provision or the CEO,false
South Bristol Elementary School,South Bristol Public Schools,South Bristol,63,25,Yes under Provision 2,true
South Portland High School,South Portland Public Schools,South Portland,928,397,Yes under Provision 2,false
South Portland Middle School,South Portland Public Schools,South Portland,807,348,Yes under Community Eligibility Option (CEO),false
South School,Rsu 13,Rockland,311,200,Yes under Provision 2,false
Southport Central School,Southport Public Schools,Southport,16,5,Yes under Provision 2,false
Spruce Mountain Elementary School,Rsu 73,Jay,306,217,Yes under Provision 2,false
Spruce Mountain High School,Rsu 73,Jay,425,247,Yes under Provision 2,true
Spruce Mountain Middle School,Rsu 73,Jay,303,184,Yes under Provision 2,true
Spruce Mountain Primary School,Rsu 73,Livermore,335,215,Yes under Provision 2,false
St George School,St George Public Schools,Tenants Harbor,206,108,Yes participating without using any Provision or the CEO,true
Stearns Jr-Sr High School,Millinocket Public Schools,Millinocket,229,151,Yes under Provision 2,true
Steep Falls Elementary School,Rsu 06/Msad 06,Steep Falls,85,35,Yes under Provision 2,false
Stevens Brook School,Rsu 61/Msad 61,Bridgton,290,167,Yes participating without using any Provision or the CEO,false
Stratton Elementary School,Eustis Public Schools,Stratton,97,27,Yes under Provision 2,true
Sumner Memorial High School,Rsu 24,Sullivan,214,108,Yes under Community Eligibility Option (CEO),true
Sumner Middle Sch,Rsu 24,Sullivan,147,85,Yes under Community Eligibility Option (CEO),false
Surry Elementary School,Surry Public Schools,Surry,134,43,Yes under Provision 2,true
Suzanne M Smith Elementary School,Rsu 87/Msad 23,Levant,222,103,Yes under Provision 2,false
Swans Island Elementary School,Msad 76,Swans Island,29,14,Yes participating without using any Provision or the CEO,true
Sylvio J Gilbert School,Augusta Public Schools,Augusta,305,175,Yes under Provision 2,false
T W Kelly Dirigo Middle School,Rsu 56,Dixfield,180,111,Yes participating without using any Provision or the CEO,true
Telstar High School,Rsu 44/Msad 44,Bethel,179,102,Yes under Provision 2,true
Telstar Middle School,Rsu 44/Msad 44,Bethel,155,79,Yes under Provision 2,true
Thomas J McMahon Elementary Sch,Lewiston Public Schools,Lewiston,474,296,Yes under Community Eligibility Option (CEO),false
Thomaston Grammar School,Rsu 13,Thomaston,164,78,Yes under Provision 2,false
Tremont Consolidated School,Tremont Public Schools,Bass Harbor,127,59,Yes participating without using any Provision or the CEO,true
Trenton Elementary School,Trenton Public Schools,Trenton,120,43,Yes participating without using any Provision or the CEO,true
Tripp Middle School,Rsu 52/Msad 52,Turner,326,116,Yes under Provision 2,false
Troy a Howard Middle School,Rsu 71,Belfast,330,200,Yes under Community Eligibility Option (CEO),true
Troy Central School,Rsu 03/Msad 03,Troy,42,27,Yes under Provision 2,false
Turner Elementary School,Rsu 52/Msad 52,Turner,295,100,Yes under Provision 2,false
Turner Primary School,Rsu 52/Msad 52,Turner,308,114,Yes under Provision 2,false
Union Elementary,Rsu 40/Msad 40,Union,125,66,Yes participating without using any Provision or the CEO,false
Unity Elementary School,Rsu 03/Msad 03,Unity,13,10,Yes under Provision 2,false
Upper Kennebec Valley Middle/Senior High School,Rsu 83/Msad 13,Bingham,104,68,Yes participating without using any Provision or the CEO,true
Valley Rivers Middle School,Msad 27,Fort Kent,118,57,Yes under Provision 2,true
Van Buren District Secondary Sch,Rsu 88/Msad 24,Van Buren,58,48,Yes under Community Eligibility Option (CEO),true
Van Buren Elementary School,Rsu 88/Msad 24,Van Buren,204,144,Yes under Community Eligibility Option (CEO),true
Vassalboro Community School,Vassalboro Public Schools,Vassalboro,423,169,Yes participating without using any Provision or the CEO,true
Veazie Community School,Veazie Public Schools,Veazie,167,72,Yes under Provision 2,false
Vickery School,Rsu 53/Msad 53,Pittsfield,239,144,Yes under Provision 2,false
Village Elementary School-Gorham,Gorham Public Schools,Gorham,392,85,Yes participating without using any Provision or the CEO,false
Village Elementary School-York,York Public Schools,York,226,42,Yes under Provision 2,false
Vinalhaven School,Rsu 08/Msad 08,Vinalhaven,143,68,Yes under Provision 2,true
Vine Street School,Bangor Public Schools,Bangor,190,121,Yes under Community Eligibility Option (CEO),false
Viola Rand Sch,Rsu 34,Bradley,32,12,Yes under Provision 2,false
Vivian E Hussey School,Rsu 60/Msad 60,Berwick,370,133,Yes under Provision 2,false
W G Mallett School,Rsu 09,Farmington,303,190,Yes under Provision 2,false
Waldo T Skillin Elementary School,South Portland Public Schools,South Portland,302,185,Yes under Community Eligibility Option (CEO),false
Walker Memorial School,Rsu 03/Msad 03,Liberty,25,16,Yes under Provision 2,false
Walton School,Auburn Public Schools,Auburn,156,113,Yes under Community Eligibility Option (CEO),false
Warren Community School,Rsu 40/Msad 40,Warren,286,167,Yes participating without using any Provision or the CEO,false
Warsaw Middle School,Rsu 53/Msad 53,Pittsfield,259,147,Yes under Provision 2,true
Washburn District Elem School,Rsu 45/Msad 45,Washburn,180,111,Yes under Provision 2,true
Washburn District High School,Rsu 45/Msad 45,Washburn,91,46,Yes under Provision 2,true
Washburn School,Auburn Public Schools,Auburn,219,172,Yes under Community Eligibility Option (CEO),false
Waterboro Elementary School,Rsu 57/Msad 57,East Waterboro,547,270,Yes under Provision 2,false
Waterford Memorial School,Rsu 17/Msad 17,Waterford,77,48,Yes under Provision 2,false
Waterville Junior High School,Waterville Public Schools,Waterville,325,222,Yes participating without using any Provision or the CEO,true
Waterville Senior High School,Waterville Public Schools,Waterville,529,301,Yes participating without using any Provision or the CEO,true
Wayne Elementary School,Rsu 38,Wayne,59,25,Yes under Provision 2,false
Wells Elementary School,Wells-Ogunquit CSD,Wells,563,133,Yes participating without using any Provision or the CEO,false
Wells High School,Wells-Ogunquit CSD,Wells,422,74,Yes participating without using any Provision or the CEO,false
Wells Junior High School,Wells-Ogunquit CSD,Wells,455,106,Yes participating without using any Provision or the CEO,false
Wentworth School,Scarborough Public Schools,Scarborough,664,104,Yes under Provision 2,false
West Bath School,West Bath Public Schools,West Bath,101,30,Yes under Provision 2,false
Westbrook High School,Westbrook Public Schools,Westbrook,719,454,Yes under Community Eligibility Option (CEO),true
Westbrook Middle School,Westbrook Public Schools,Westbrook,710,490,Yes under Community Eligibility Option (CEO),true
Whitefield Elementary School,Rsu 12,Whitefield,184,105,Yes under Provision 2,true
Whiting Village School,Whiting Public Schools,Whiting,27,14,Yes under Provision 2,true
William H Rowe School,Yarmouth Schools,Yarmouth,246,32,Yes under Provision 2,false
William S. Cohen School,Bangor Public Schools,Bangor,372,132,Yes under Community Eligibility Option (CEO),false
Williams Elementary School,Rsu 18,Oakland,222,117,Yes participating without using any Provision or the CEO,false
Williams-Cone School,Rsu 75/Msad 75,Topsham,224,92,Yes under Provision 2,false
Windham High School,Rsu 14,Windham,939,257,Yes under Provision 2,false
Windham Middle School,Rsu 14,Windham,571,174,Yes under Provision 2,false
Windham Primary School,Rsu 14,Windham,727,243,Yes under Provision 2,false
Windsor Elementary School,Rsu 12,Windsor,288,114,Yes under Provision 2,true
Winslow Elementary School,Winslow Schools,Winslow,581,285,Yes participating without using any Provision or the CEO,false
Winslow High School,Winslow Schools,Winslow,383,178,Yes participating without using any Provision or the CEO,true
Winslow Junior High School,Winslow Schools,Winslow,178,82,Yes participating without using any Provision or the CEO,true
Winthrop Grade School,Winthrop Public Schools,Winthrop,372,118,Yes under Provision 2,false
Winthrop High School,Winthrop Public Schools,Winthrop,241,63,Yes under Provision 2,false
Winthrop Middle School,Winthrop Public Schools,Winthrop,193,62,Yes under Provision 2,false
Wiscasset Elementary School,Wiscasset Public Schools,Wiscasset,166,87,Yes under Community Eligibility Option (CEO),false
Wiscasset Middle/High School,Wiscasset Public Schools,Wiscasset,198,93,Yes under Community Eligibility Option (CEO),true
Wisdom Middle High School,Rsu 33/Msad 33,Saint Agatha,109,46,Yes under Provision 2,false
Woodland Consolidated Sch,Woodland Public Schools,Woodland,175,84,Yes under Community Eligibility Option (CEO),true
Woodland Elementary School,Baileyville Public Schools,Baileyville,124,47,Yes under Provision 2,false
Woodland Jr-Sr High School,Baileyville Public Schools,Baileyville,175,97,Yes under Provision 2,true
Woodside Elementary School,Rsu 75/Msad 75,Topsham,294,79,Yes under Provision 2,false
Woodstock School,Rsu 44/Msad 44,Bryant Pond,67,46,Yes under Provision 2,false
Woolwich Central School,Rsu 01 - Lkrsu,Woolwich,333,100,Yes under Provision 2,false
Yarmouth Elementary School,Yarmouth Schools,Yarmouth,476,53,Yes under Provision 2,false
Yarmouth High School,Yarmouth Schools,Yarmouth,554,87,Yes under Provision 2,false
York High School,York Public Schools,York,498,108,Yes under Provision 2,false
York Middle School,York Public Schools,York,482,103,Yes under Provision 2,false
Young School,Saco Public Schools,Saco,323,92,Yes under Provision 2,false
